date,home,away,home-points,away-points
206,Furman,OSU,7,8
206,Lehigh,NJIT,21,4
206,Navy,AF,10,6
206,PSU,RMU,20,7
206,Bryant,Manhattan,16,3
206,BU,Providence,9,5
206,Jacksonville,Vermont,17,16
206,UNC,Michigan,20,10
206,Bucknell,Delaware,13,5
209,Navy,JHU,11,12
212,BU,UMass-Lowell,8,5
212,Delaware,MSM,11,14
212,Army,Massachusetts,9,5
212,Rutgers,St-Johns,19,11
212,Wagner,Manhattan,15,8
212,Lafayette,SHU,8,12
212,Providence,HCU,12,8
212,Towson,Mercer,11,2
212,Duke,HPU,17,6
213,OSU,Detroit,16,5
213,Hampton,Roberts-Wesleyan,3,20
213,AF,Denver,9,10
213,Bellarmine,RMU,11,10
213,Syracuse,Siena,18,5
213,UNC,Furman,14,6
213,Virginia,Loyola,4,11
213,PSU,Hobart,17,12
214,Bryant,Bucknell,10,11
214,Duke,Lehigh,13,11
214,Michigan,Colgate,9,8
214,Jacksonville,Monmouth,5,11
215,Fairfield,Richmond,10,11
216,NJIT,Vermont,5,19
216,HPU,BU,10,13
216,SBU,SHU,17,8
218,St-Johns,Jacksonville,7,8
219,Lafayette,Wagner,12,7
220,Furman,Lehigh,7,15
220,RMU,Manhattan,19,6
220,Georgetown,ND,7,12
220,Fairfield,Bucknell,8,13
220,Harvard,Villanova,13,12
220,Marist,AF,6,7
220,Quinnipiac,Brown,7,20
220,Massachusetts,OSU,16,9
220,UMBC,Richmond,5,7
220,Maryland,HPU,15,10
220,BU,Hartford,10,16
220,Colgate,Binghamton,11,4
220,Drexel,Virginia,7,14
220,Loyola,JHU,9,8
220,Mercer,Detroit,9,8
220,Marquette,Bellarmine,9,7
220,Providence,Bryant,10,12
220,SHU,Dartmouth,10,8
220,St-Josephs,VMI,15,5
220,UMass-Lowell,Yale,7,17
220,Duke,Denver,12,14
220,Towson,MSM,9,5
220,UNC,Hofstra,5,10
220,Army,Rutgers,11,13
220,Cornell,PSU,7,8
220,HCU,Vermont,8,14
220,Princeton,NJIT,21,4
220,Penn,Michigan,12,10
220,Hobart,Siena,12,9
221,Army,VMI,22,3
221,Navy,Delaware,5,1
221,SBU,St-Johns,14,6
221,Syracuse,Albany,16,7
223,Wagner,Monmouth,4,8
223,Harvard,HCU,11,10
223,Richmond,MSM,9,6
223,Mercer,Siena,12,11
223,Virginia,HPU,11,12
224,ND,Bellarmine,11,6
226,OSU,UMBC,12,7
227,AF,Dartmouth,9,3
227,RMU,HPU,10,15
227,Albany,Drexel,20,14
227,Bellarmine,Quinnipiac,6,12
227,Colgate,Bucknell,11,10
227,Lehigh,HCU,12,11
227,Richmond,Marquette,2,7
227,St-Josephs,Manhattan,16,9
227,Towson,Georgetown,10,7
227,BU,Navy,10,9
227,Hartford,Bryant,11,16
227,Jacksonville,Duke,5,18
227,Loyola,Lafayette,12,8
227,PSU,Villanova,9,19
227,Siena,UMass-Lowell,11,7
227,SBU,Brown,14,16
227,Vermont,Providence,8,11
227,Yale,Maryland,8,5
227,Cornell,Hobart,10,8
227,Denver,SHU,18,7
227,Marist,Binghamton,10,8
227,ND,Detroit,14,5
227,Thiel,Hampton,21,5
227,Hofstra,Princeton,11,10
227,Rutgers,Fairfield,12,6
227,Massachusetts,Harvard,9,10
227,NJIT,VMI,7,10
227,Michigan,Delaware,10,7
228,AF,SHU,13,10
228,JHU,UNC,11,15
228,Virginia,Penn,15,10
228,Denver,Dartmouth,16,6
228,Syracuse,Army,9,8
229,Duke,Mercer,19,9
301,Villanova,Drexel,14,9
301,Fairfield,UMass-Lowell,12,10
301,Georgetown,MSM,8,11
301,Delaware,VMI,14,6
301,Massachusetts,Hartford,11,3
301,Wagner,Rutgers,7,15
301,Hofstra,NJIT,19,4
302,Loyola,Towson,8,10
302,St-Josephs,St-Johns,16,8
304,Detroit,Bellarmine,6,7
304,Virginia,Syracuse,13,14
304,OSU,Marquette,12,8
305,RMU,AF,10,11
305,Hofstra,Georgetown,6,11
305,HPU,Marist,11,9
305,Lafayette,Army,5,14
305,Lehigh,Colgate,12,9
305,MSM,Furman,10,8
305,Quinnipiac,NJIT,9,7
305,Towson,UMBC,14,6
305,Penn,PSU,11,7
305,Albany,Cornell,12,8
305,Brown,Massachusetts,15,7
305,Bryant,Yale,4,14
305,Bucknell,Navy,6,13
305,Canisius,BU,8,10
305,Dartmouth,Wagner,6,7
305,Fairfield,SBU,6,9
305,HCU,Loyola,9,10
305,JHU,Princeton,17,7
305,Michigan,Vermont,15,13
305,SHU,Providence,8,11
305,St-Johns,Siena,10,9
305,St-Josephs,Drexel,9,10
305,UMass-Lowell,Jacksonville,12,9
305,UNC,Denver,12,13
305,Hobart,Binghamton,12,6
305,Monmouth,Rutgers,6,12
305,Manhattan,Hartford,4,16
305,Harvard,Duke,14,9
305,Delaware,Villanova,13,23
305,VMI,Richmond,6,11
305,ND,Maryland,9,4
306,Detroit,Marquette,8,10
306,OSU,Bellarmine,9,5
307,Duke,Richmond,10,12
308,Furman,PSU,7,16
308,Mercer,RMU,10,11
308,Canisius,Vermont,11,6
308,Georgetown,Fairfield,9,13
308,HCU,Brown,7,20
308,Manhattan,Delaware,5,6
308,Monmouth,NJIT,12,5
308,Massachusetts,Albany,4,16
308,Hobart,Colgate,6,7
308,Penn,Lafayette,12,6
308,VMI,Wagner,6,7
308,Bryant,Harvard,12,9
308,Drexel,Maryland,8,12
308,Virginia,St-Josephs,9,7
308,Yale,St-Johns,13,8
310,Hampton,Wagner,4,18
311,SBU,Rutgers,15,6
312,PSU,Harvard,13,12
312,HPU,Providence,13,12
312,Loyola,Duke,6,15
312,AF,Furman,14,4
312,Army,Lehigh,13,10
312,Cornell,Virginia,14,10
312,Georgetown,Hobart,9,10
312,Hofstra,OSU,8,5
312,MSM,VMI,14,2
312,Princeton,Maryland,5,17
312,UMBC,Marist,9,8
312,Bellarmine,Mercer,11,7
312,Binghamton,Delaware,11,12
312,Brown,Michigan,22,8
312,Bryant,Drexel,5,14
312,BU,Colgate,11,6
312,Fairfield,Yale,5,10
312,Hartford,Quinnipiac,10,11
312,HCU,Bucknell,12,18
312,Monmouth,St-Josephs,8,18
312,Marquette,RMU,13,5
312,Richmond,Jacksonville,12,6
312,Massachusetts,UNC,14,9
312,UMass-Lowell,Manhattan,5,8
312,Vermont,SHU,9,8
312,JHU,Towson,14,8
312,Syracuse,St-Johns,15,4
312,Villanova,Penn,16,8
313,Army,NJIT,16,6
313,ND,Denver,8,9
314,Manhattan,UNC,2,18
314,Princeton,Rutgers,10,7
315,Bucknell,Villanova,8,12
315,VMI,Monmouth,5,17
315,Wagner,UMass-Lowell,11,12
315,Colgate,Cornell,5,6
315,Canisius,Hobart,7,8
315,Marist,Hartford,8,11
315,OSU,Towson,9,10
315,SBU,Hofstra,13,5
316,Maryland,Albany,10,7
318,Rutgers,NJIT,16,3
319,Albany,SBU,16,10
319,Army,HCU,16,7
319,Colgate,Fairfield,7,12
319,Hampton,OV,4,16
319,Jacksonville,Bellarmine,9,10
319,PSU,Massachusetts,9,11
319,Quinnipiac,Marquette,5,11
319,Towson,Furman,15,6
319,Binghamton,UMBC,16,10
319,Bucknell,BU,13,6
319,Cornell,Yale,9,15
319,Denver,OSU,15,6
319,Drexel,St-Johns,13,4
319,Duke,Georgetown,20,6
319,Harvard,Brown,8,11
319,Lafayette,Lehigh,6,11
319,Mercer,VMI,13,2
319,Michigan,Dartmouth,12,13
319,Monmouth,Marist,8,9
319,Navy,Loyola,10,9
319,Princeton,Penn,10,20
319,Providence,Hofstra,12,7
319,RMU,SHU,12,7
319,Siena,Canisius,9,12
319,UMass-Lowell,Hartford,8,9
319,Wagner,Hobart,9,10
319,AF,HPU,13,4
319,Manhattan,Detroit,3,9
319,St-Josephs,Delaware,12,7
319,JHU,Syracuse,11,10
319,ND,Virginia,8,7
319,UNC,Richmond,15,6
322,Dartmouth,NJIT,7,10
322,Binghamton,Drexel,10,7
322,Providence,UMass-Lowell,15,11
322,Duke,AF,9,10
322,Fairfield,Quinnipiac,13,7
322,Harvard,BU,8,9
322,Hofstra,Vermont,13,12
322,Navy,Lafayette,11,4
323,Georgetown,Loyola,7,10
323,Michigan,Marist,6,7
326,HCU,Jacksonville,10,6
326,Denver,PSU,10,15
326,Duke,Syracuse,16,15
326,Hobart,St-Josephs,5,13
326,Marist,Canisius,13,10
326,Marquette,Georgetown,9,8
326,MSM,RMU,9,11
326,Quinnipiac,Siena,11,6
326,UMBC,SBU,11,14
326,Penn,Cornell,9,6
326,VMI,Furman,5,18
326,Yale,Princeton,11,10
326,Colgate,Army,7,11
326,Drexel,Mercer,12,5
326,Hartford,Albany,9,13
326,Lafayette,BU,6,16
326,Loyola,Bucknell,14,3
326,OSU,ND,8,9
326,Providence,Bellarmine,9,7
326,St-Johns,Hofstra,8,15
326,Detroit,AF,5,7
326,Vermont,UMass-Lowell,11,9
326,Villanova,Fairfield,15,9
326,Wagner,NJIT,10,8
326,Maryland,UNC,11,8
326,Harvard,Dartmouth,18,8
326,Lehigh,Navy,7,12
326,Towson,Binghamton,15,6
326,Manhattan,Monmouth,5,10
326,Rutgers,Delaware,15,11
327,Richmond,HPU,7,3
327,Virginia,JHU,13,12
329,Hartford,HCU,10,8
329,Penn,Maryland,8,13
329,Villanova,Brown,8,19
329,Vermont,Dartmouth,15,9
329,Lehigh,SBU,6,16
329,Virginia,VMI,19,4
330,Albany,Harvard,10,9
330,UMBC,JHU,7,19
401,Duke,UNC,16,17
402,Canisius,Monmouth,6,11
402,Georgetown,Denver,4,17
402,Bellarmine,AF,7,8
402,Furman,Jacksonville,13,7
402,Navy,HCU,12,3
402,Towson,Drexel,11,7
402,Yale,Penn,11,10
402,BU,Lehigh,7,8
402,Brown,Princeton,19,8
402,Dartmouth,Cornell,4,19
402,Hartford,Binghamton,17,9
402,Lafayette,UMBC,8,13
402,Marist,Quinnipiac,7,8
402,Michigan,Maryland,7,8
402,Marquette,Villanova,11,3
402,Providence,St-Johns,15,10
402,Richmond,Virginia,0,9
402,RMU,Bryant,12,13
402,Delaware,Massachusetts,9,7
402,Detroit,Siena,6,7
402,Wagner,St-Josephs,6,15
402,UMass-Lowell,Albany,9,16
402,VMI,Hampton,25,4
402,Army,Bucknell,7,8
402,NJIT,Manhattan,5,14
402,Syracuse,ND,7,17
402,Hofstra,Fairfield,8,9
402,Rutgers,JHU,16,9
402,SHU,MSM,16,19
403,HPU,Mercer,15,10
403,OSU,PSU,5,6
403,SBU,Vermont,13,10
403,Colgate,Loyola,4,12
405,Monmouth,Lafayette,10,11
405,Brown,Bryant,10,11
405,Yale,SHU,19,3
406,Hobart,Syracuse,6,13
408,Bucknell,MSM,15,10
409,AF,Mercer,15,13
409,Furman,Richmond,5,6
409,Hobart,RMU,16,10
409,HPU,Bellarmine,13,7
409,Jacksonville,VMI,14,2
409,Princeton,SBU,10,13
409,St-Johns,Marquette,7,11
409,UMBC,Hartford,4,10
409,Penn,Brown,6,17
409,Villanova,Denver,11,12
409,Binghamton,UMass-Lowell,16,5
409,Bryant,Wagner,18,5
409,BU,Army,4,15
409,Dartmouth,Yale,5,15
409,HCU,Lafayette,11,6
409,Hofstra,Delaware,13,7
409,Siena,Marist,6,12
409,St-Josephs,SHU,16,6
409,Massachusetts,Towson,8,11
409,JHU,OSU,13,12
409,Lehigh,Loyola,10,11
409,Albany,Vermont,13,7
409,Canisius,Manhattan,13,11
409,Cornell,Harvard,8,12
409,Fairfield,Drexel,8,7
409,Georgetown,Providence,8,5
409,Navy,Colgate,16,9
410,Detroit,Quinnipiac,4,14
410,ND,Duke,8,6
410,Rutgers,Michigan,13,6
410,UNC,Virginia,16,8
410,PSU,Maryland,10,11
412,Binghamton,Canisius,13,12
412,Cornell,Syracuse,10,9
412,NJIT,Lafayette,4,12
412,MSM,UMBC,11,14
412,Princeton,Lehigh,13,6
412,SBU,Marist,9,10
413,ND,Marquette,8,7
415,Bucknell,Lafayette,14,7
416,Marquette,Providence,8,7
416,OSU,Michigan,10,7
416,AF,VMI,13,3
416,Army,Navy,10,11
416,Colgate,HCU,6,12
416,Denver,St-Johns,17,10
416,HPU,Jacksonville,14,10
416,Loyola,BU,13,12
416,Monmouth,Detroit,8,9
416,MSM,Hobart,6,12
416,Quinnipiac,Canisius,17,9
416,Towson,Delaware,7,10
416,Brown,Yale,14,12
416,Fairfield,Massachusetts,8,6
416,Hartford,Siena,15,4
416,Marist,Manhattan,10,11
416,Mercer,Furman,12,10
416,St-Josephs,Bryant,10,9
416,Vermont,UMBC,14,10
416,Lehigh,Cornell,12,13
416,Princeton,Dartmouth,7,3
416,Penn,Harvard,14,13
416,Richmond,Bellarmine,10,7
416,Drexel,Hofstra,4,10
416,Syracuse,UNC,13,7
416,Maryland,Rutgers,11,8
416,SBU,UMass-Lowell,15,7
416,Villanova,Georgetown,16,4
416,Albany,Binghamton,12,8
416,SHU,Wagner,8,11
417,Virginia,Duke,8,14
417,PSU,JHU,11,12
419,Bryant,MSM,12,7
419,Brown,Providence,16,10
419,Canisius,RMU,6,15
419,SHU,Hartford,8,9
419,UMBC,Penn,7,8
419,Maryland,Navy,10,5
419,UMass-Lowell,Dartmouth,11,10
420,Syracuse,Binghamton,13,5
422,Bucknell,Lehigh,15,7
422,Duke,Marquette,16,1
422,HCU,BU,11,7
422,Loyola,Army,12,6
422,Navy,SHU,7,1
422,Lafayette,Colgate,9,14
422,Rutgers,PSU,15,14
423,Furman,HPU,5,10
423,Harvard,Princeton,16,12
423,MSM,Wagner,7,3
423,Providence,Denver,7,17
423,Richmond,AF,8,9
423,St-Johns,Villanova,13,18
423,Towson,Fairfield,18,11
423,UNC,ND,17,15
423,VMI,Bellarmine,6,15
423,Yale,Albany,13,14
423,Bryant,Hobart,15,2
423,Cornell,Brown,5,22
423,Dartmouth,Penn,4,11
423,Jacksonville,Mercer,5,12
423,Monmouth,Quinnipiac,5,8
423,RMU,St-Josephs,13,8
423,Delaware,Drexel,5,6
423,Massachusetts,Hofstra,9,10
423,NJIT,Marist,10,14
423,Hartford,Vermont,4,13
423,Michigan,JHU,13,19
423,Canisius,Detroit,9,5
423,Georgetown,Virginia,7,8
423,Manhattan,Siena,11,16
424,Binghamton,SBU,11,16
424,UMass-Lowell,UMBC,8,9
424,Maryland,OSU,10,8
426,Army,Lehigh,13,6
426,Albany,Siena,17,8
426,Bucknell,HCU,13,7
426,SHU,Bryant,3,9
426,Penn,St-Josephs,8,9
427,Brown,Dartmouth,16,3
429,Navy,Army,3,9
429,Drexel,Massachusetts,10,5
429,UNC,Syracuse,7,10
429,Delaware,Fairfield,5,10
429,Loyola,Bucknell,7,6
429,ND,Duke,9,10
430,Wagner,RMU,12,18
430,Hobart,SHU,15,10
430,HPU,VMI,20,6
430,Mercer,Richmond,6,12
430,Princeton,Cornell,7,6
430,Quinnipiac,Manhattan,10,3
430,Bellarmine,Furman,15,8
430,Denver,Marquette,14,11
430,Hofstra,Towson,7,8
430,PSU,Michigan,14,9
430,Siena,Monmouth,13,14
430,St-Johns,Georgetown,8,5
430,SBU,Hartford,16,8
430,St-Josephs,MSM,12,5
430,Detroit,Marist,3,14
430,UMass-Lowell,NJIT,7,6
430,Villanova,Providence,14,7
430,Jacksonville,AF,6,11
430,JHU,Maryland,8,11
430,UMBC,Albany,14,15
430,Yale,Harvard,9,8
430,OSU,Rutgers,12,10
430,Virginia,Brown,11,19
430,Vermont,Binghamton,17,9
501,Duke,Syracuse,8,14
501,Loyola,Army,14,6
505,Quinnipiac,Canisius,13,7
505,Marist,Monmouth,8,7
505,Towson,Drexel,10,6
505,Marquette,Villanova,14,9
505,SBU,Vermont,9,10
505,St-Josephs,RMU,14,7
505,AF,Bellarmine,10,8
505,Maryland,PSU,16,9
505,Albany,Hartford,10,11
505,Denver,Providence,17,8
505,Fairfield,Hofstra,11,8
505,Bryant,Hobart,6,7
505,Richmond,HPU,17,6
505,JHU,Rutgers,12,14
506,Yale,Penn,7,6
506,Brown,Harvard,12,13
507,Vermont,Hartford,16,17
507,Quinnipiac,Marist,13,9
507,Richmond,AF,8,9
507,St-Josephs,Hobart,7,11
507,Syracuse,Colgate,18,3
507,Towson,Fairfield,4,2
507,Denver,Marquette,9,10
507,Maryland,Rutgers,14,8
508,ND,Army,13,7
508,Yale,Harvard,14,9
508,BU,Duke,8,15
511,Quinnipiac,Hartford,14,9
511,Towson,Hobart,18,5
514,Loyola,Duke,16,11
514,Marquette,UNC,9,10
514,Brown,JHU,17,8
514,ND,AF,15,7
515,Maryland,Quinnipiac,13,6
515,Denver,Towson,9,10
515,Yale,Navy,10,13
515,Syracuse,Albany,11,9
521,Maryland,Syracuse,13,7
521,Brown,Navy,11,10
522,ND,UNC,9,13
522,Loyola,Towson,10,8
528,Loyola,UNC,13,18
528,Maryland,Brown,15,14
530,Maryland,UNC,13,14

